CLAVE CCT,TURNO,NIVEL,SOSTENIMIENTO,NOMBRE,CALLE,NUMERO,COLONIA,LOCALIDAD,MUNICIPIO,LATITUD,LONGITUD
 01DJN0108X, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. ENRIQUETA CAMARILLO DE PEREYRA, AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS, 0, RURAL, LOS CAÑOS, AGUASCALIENTES, 21.781667, -102.4675
 01DJN0116F, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOSE VASCONCELOS, CALLE ROSALIA MONROY, 403, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.849009, -102.321713
 01DJN0122Q, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SOR JUANA INES DE LA CRUZ, CALLE FRANCISCO I. MADERO, 0, RURAL, PEÑUELAS (EL CIENEGAL), AGUASCALIENTES, 21.7225, -102.275833
 01DJN0123P, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, GUADALUPE AMOR, CALLE MA. LUISA V. DE GARCIA R., 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.849699, -102.252088
 01DJN0126M, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. ENRIQUETA CAMARILLO DE PEREYRA, CALLE ISIDRO MORALES, 236, URBANO, POCITOS, AGUASCALIENTES, 21.92313, -102.335768
 01DJN0129J, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOAQUIN ANTONIO ROSSINI, CALLE CONSTITUCION, 0, URBANO, SAN ANTONIO DE PEÑUELAS, AGUASCALIENTES, 21.674167, -102.301389
 01DJN0130Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, FELIPE COSIO, CALLE OLIVARES SANTANA, 0, RURAL, SAN FRANCISCO DEL ARENAL, AGUASCALIENTES, 21.820278, -102.287222
 01DJN0131Y, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ENRIQUETA GONZALEZ GOYTIA, CALLE MARIANO N. RUIZ, 218, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.842351, -102.296251
 01DJN0141E, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JAIME TORRES BODET, CALLE MAR CARIBE, 203, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.896929, -102.319725
 01DJN0143C, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, OCTAVIO VEJAR VAZQUEZ, CALLE OCTAVIO VEJAR VAZQUEZ, 2, RURAL, LOS NEGRITOS, AGUASCALIENTES, 21.8725, -102.3425
 01DJN0144B, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOSE MANUEL PUIG CASAURANC, CALLE CORONEL LUIS MOYA, 1115, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.847661, -102.307917
 01DJN0146Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, PEDRO DE ALBA, AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS, 0, URBANO, JALTOMATE, AGUASCALIENTES, 22.015278, -102.145833
 01DJN0152K, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, GREGORIO TORRES QUINTERO, CALLE SIERRA DE TLAXCO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.91042, -102.257439
 01DJN0155H, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, IGNACIO GARCIA TELLEZ, CALLE LUIS HIDALGO MONROY, 302, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.856029, -102.302134
 01DJN0163Q, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, CHARLES PERRAULT, CALLE FRANCISCO I. MADERO, 209, RURAL, EL REFUGIO DE PEÑUELAS, AGUASCALIENTES, 21.716389, -102.288889
 01DJN0171Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, BENITO DIAZ SANCHEZ, CALLE MA. CONCEPCION HERNANDEZ, 115, URBANO, NORIAS DE OJOCALIENTE, AGUASCALIENTES, 21.889444, -102.215556
 01DJN0174W, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SIGMUND FREUD, CALLE BENITO MONTOYA, 0, RURAL, CENTRO DE ARRIBA (EL TARAY), AGUASCALIENTES, 21.730833, -102.498333
 01DJN0176U, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, CRISTOBAL COLON, CALLE EMILIANO ZAPATA, 106, RURAL, CIENEGUILLA (LA LUMBRERA), AGUASCALIENTES, 21.732222, -102.453611
 01DJN0183D, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SOLEDAD ANAYA SOLORZANO, NINGUNO NINGUNO, 0, RURAL, SANTA MARÍA DE GALLARDO, AGUASCALIENTES, 22.048333, -102.115
 01DJN0187Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, EDUARDO GALVAN CHAVEZ, CALLE SAN MIGUEL DEL ALTO, 0, RURAL, SAN JOSÉ DE LA ORDEÑA, AGUASCALIENTES, 21.951389, -102.153056
 01DJN0193K, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MEXICO, CALLE QUINTANA ROO, 601, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.905946, -102.294569
 01DJN0197G, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, PEDRO RINCON DE ORTEGA, CALLE INDUSTRIA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.905619, -102.289195
 01DJN0198F, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, FRANCISCO G. HORNEDO, CALLE FRANCISCO GONZALEZ LEON, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.894446, -102.275049
 01DJN0202B, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ALEJANDRO VAZQUEZ DEL MERCADO, CALLE GASPAR LOPEZ, 611, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.86402, -102.283266
 01DJN0205Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, HELLEN KELLER, CALLE ALONDRA, 7108, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.848796, -102.298428
 01DJN0206Y, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. CONCEPCION MALDONADO RODRIGUEZ, CALLE EX-HACIENDA LA CANTERA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.903338, -102.277281
 01DJN0207X, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, PABLO NERUDA, NINGUNO NINGUNO, 0, RURAL, MONTORO, AGUASCALIENTES, 21.775833, -102.293889
 01DJN0213H, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, AMALIA SOLORZANO DE CARDENAS, CALLE OSCAR EDUARDO FERNADEZ, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.875623, -102.277422
 01DJN0214G, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MOISES SAENZ GARZA, CALLE SANTA MARIA DE GALLARDO, 274, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.888738, -102.25375
 01DJN0218C, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, AMADO NERVO, BOULEVARD SAN MARCOS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.869369, -102.318085
 01DJN0231X, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. DEL REFUGIO CASTAÑEDA SANTILLAN, CALLE SALVADOR DIAZ, 0, RURAL, ARELLANO, AGUASCALIENTES, 21.800759, -102.275066
 01DJN0232W, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, FRANCISCO GONZALEZ BOCANEGRA, CALLE REFORMA, 605, RURAL, BUENAVISTA DE PEÑUELAS, AGUASCALIENTES, 21.7175, -102.295556
 01DJN0238Q, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, GILBERTO LOPEZ VELARDE LOPEZ, CALLE CERRO DEL LAUREL, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.92287, -102.313259
 01DJN0239P, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JESUS REYES HEROLES, CALLE MATEO ALMANZA, 102, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.851816, -102.309049
 01DJN0240E, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, FRAY PEDRO DE GANTE, CALLE LUIS MOYA, 201, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.849617, -102.314856
 01DJN0241D, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SOR JUANA INES DE LA CRUZ, CALLE JOSE RAMIREZ PALOS, 255, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.853411, -102.322056
 01DJN0242C, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. LUISA DE ALBA MEDRANO, CALLE BENITO DIAZ, 503, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.893297, -102.315223
 01DJN0252J, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, CARLOS A. CARRILLO, CALLE SAN EMILIO, 0, RURAL, SAN FELIPE [VIÑEDOS], AGUASCALIENTES, 21.883889, -102.365833
 01DJN0256F, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, FELIPE PESCADOR, AVENIDA IZTACIHUATL, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.874204, -102.268042
 01DJN0257E, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOAQUIN BARANDA, CALLE JESUS TERAN, 304, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.885005, -102.25181
 01DJN0263P, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, HUITZILOPOCHTLI, CALLE 4 DE JULIO, 0, RURAL, COTORINA (COYOTES), AGUASCALIENTES, 21.751667, -102.268889
 01DJN0264O, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, VASCO DE QUIROGA, AVENIDA EL CONEJAL, 91, RURAL, EL CONEJAL, AGUASCALIENTES, 21.916944, -102.206667
 01DJN0265N, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MIGUEL HIDALGO Y COSTILLA, CALLE CLAVEL, 0, URBANO, NORIAS DEL PASO HONDO, AGUASCALIENTES, 21.861389, -102.208889
 01DJN0273W, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JUAN RUIZ DE ALARCON, CALLE RAMON GALLEGOS ROSADO, 104, RURAL, CAÑADA GRANDE DE COTORINA, AGUASCALIENTES, 21.782222, -102.236389
 01DJN0274V, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JULIO VERNE, ANDADOR DEL RAYO, 152, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.844193, -102.301224
 01DJN0275U, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MARIA ANTONIETA SERRANO FALCON DE LA GARZA, CALLE LAS NORIAS, 203, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.874019, -102.250203
 01DJN0279Q, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MARIA RAMIREZ DE SALDIVAR, CALLE FELIPE PESCADOR, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.908535, -102.282148
 01DJN0280F, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOAQUIN FERNANDEZ DE LIZARDI, CALLE ARTICULO TERCERO, 302, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.853038, -102.340953
 01DJN0286Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SIGLO XXI, CALLE GUADALUPE GONZALEZ, 611, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.915794, -102.306056
 01DJN0287Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOSE MARIA MORELOS Y PAVON, CALLE SITIO DE CUAUTLA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.857147, -102.265867
 01DJN0288Y, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SALVADOR GALLARDO DAVALOS, CIRCUITO DE LA VENDIMIA, 201, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.900709, -102.283261
 01DJN0289X, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, LUIS DONALDO COLOSIO MURRIETA, CALLE PLAZA FUENTE DEL SOL, 100, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.891427, -102.260426
 01DJN0290M, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MIGUEL F. MARTINEZ, CALLE SIRATRO, 108, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.907434, -102.279703
 01DJN0291L, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MEXCALTITAN, CALLE CUATRO MILPAS, 101, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.908545, -102.265394
 01DJN0292K, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, FRANCISCO VELA MARMOLEJO, CALLE FRANCISCO GUEL JIMENEZ, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.915878, -102.251734
 01DJN0293J, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JAIME AIZPURU JAYME, CALLE J. GONZALEZ CARRILLO, 711, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.853126, -102.253948
 01DJN0297F, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, 30 DE ABRIL, AVENIDA SIGLO XXI, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.863979, -102.247167
 01DJN0298E, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, IGNACIO MANUEL ALTAMIRANO, CALLE TEQUILA, 214, RURAL, SAN IGNACIO, AGUASCALIENTES, 21.891389, -102.340278
 01DJN0299D, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, CECILIA OCCELLI DE SALINAS, ANDADOR RUISEÑOR, 102, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.849581, -102.295745
 01DJN0302A, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, OTTO GRANADOS ROLDAN, CALLE TENOCHTITLAN, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.856761, -102.273819
 01DJN0303Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, UNICEF, CALLE TRABAJO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.869708, -102.245148
 01DJN0304Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, UNESCO, CALLE UXMAL, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.863495, -102.257933
 01DJN0305Y, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, DERECHOS DEL NIÑO, CALLE 30 DE JULIO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.851848, -102.266611
 01DJN0311I, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, EVELIA ANDRADE ENCISO, CALLE ARTICULO 21 SOBERANA CONVENCION REV., 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.934306, -102.279607
 01DJN0314F, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ELOISA BARBOSA CHAVEZ, CALLE BARRANCA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.875699, -102.245483
 01DJN0315E, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, EMMA GODOY, CALLE MARIA GUADALUPE MEDINA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.904612, -102.251595
 01DJN0316D, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, PAULO FREIRE, CALLE MARIA LUISA MIER, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.902451, -102.257416
 01DJN0317C, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ELISEO TRUJILLO, CALLE PASTORES, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.893892, -102.261799
 01DJN0318B, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOSE MARIA CHAVEZ, AVENIDA MIGUEL ANGEL BARBERENA VEGA, 202, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.897059, -102.250638
 01DJN0325L, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JARDIN DE NIÑOS EMILIA FERREIRO, CALLE LA MANZANA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.882553, -102.248396
 01DJN0326K, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JARDIN DE NIÑOS 19 DE MARZO DE 1997, CALLE ALUBIA, 101, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.863237, -102.251354
 01DJN0327J, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOSEFINA RAMOS DEL RIO, CALLE GREGORIO GIACINTI, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.856097, -102.308782
 01DJN0328I, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JAIME NUNO, CALLE ALFIL NEGRO, 103, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.844017, -102.253514
 01DJN0331W, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ERNESTINA MACIAS CHAVEZ, CALLE HACIENDA SAN JOSE DE GUADALUPE, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.888499, -102.245458
 01DJN0335S, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ADELINA ZENDEJAS GOMEZ, CALLE ALTEA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.860236, -102.245189
 01DJN0336R, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, FUNDACION DE AGUASCALIENTES, CALLE GASPAR DE LA FUENTE, 422, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.868706, -102.289681
 01DJN0337Q, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MAURICIO BERCUN MELNIC, CALLE DEL REY, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.850768, -102.25133
 01DJN0338P, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, CALMECAC, CALLE CULTURA AZTECA, 202, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.907506, -102.244398
 01DJN0339O, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JERONIMO DE LA CUEVA, DIAGONAL ALFIL, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.844253, -102.249781
 01DJN0341C, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ROSARIO CASTELLANOS, CALLE PALMA MEXICANA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.874091, -102.267595
 01DJN0342B, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. ELENA MORALES LOPEZ, AVENIDA LA SALUD, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.870281, -102.238708
 01DJN0345Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, GUILLERMO ANTONIO SHERWELL, CALLE DOMINGO VELAZCO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.934309, -102.265988
 01DJN0346Y, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, VICTORIA EUGENIA ESPARZA ORTEGA, CALLE ISABEL JIMENEZ DIAZ, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.873857, -102.237099
 01DJN0349V, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, MA. ELENA MORALES LOPEZ, AVENIDA LA SALUD, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.870281, -102.238708
 01DJN0351J, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, BENITO DIAZ SANCHEZ, CALLE MA. CONCEPCION HERNANDEZ, 115, URBANO, NORIAS DE OJOCALIENTE, AGUASCALIENTES, 21.889444, -102.215556
 01DJN0360R, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, PEDRO DE ALBA, AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS, 0, URBANO, JALTOMATE, AGUASCALIENTES, 22.015278, -102.145833
 01DJN0361Q, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, EMMA GODOY, CALLE MARIA GUADALUPE MEDINA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.904612, -102.251595
 01DJN0362P, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, PAULO FREIRE, CALLE MARIA LUISA MIER, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.902451, -102.257416
 01DJN0363O, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, CALMECAC, CALLE CULTURA AZTECA, 202, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.907506, -102.244398
 01DJN0376S, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JUAN ESCUTIA, CALLE JOSE ANGEL CONCHELLO DAVILA, 0, RURAL, CUMBRES III, AGUASCALIENTES, 21.922222, -102.2375
 01DJN0379P, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, FUNDACION DE AGUASCALIENTES, CALLE GASPAR DE LA FUENTE, 422, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.868706, -102.289681
 01DJN0381D, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SALVADOR VARELA RESENDIZ, CALLE PAULINO N. MARTI, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.925909, -102.278947
 01DJN0382C, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, AMALIA GONZALEZ CABALLERO DE CASTILLO LEDON, CALLE CABUYA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.873582, -102.231787
 01DJN0383B, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, ERNESTINA MACIAS CHAVEZ, CALLE HACIENDA SAN JOSE DE GUADALUPE, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.888499, -102.245458
 01DJN0384A, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, JAIME AIZPURU JAYME, CALLE J. GONZALEZ CARRILLO, 711, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.853126, -102.253948
 01DJN0386Z, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, GUILLERMO ANTONIO SHERWELL, CALLE DOMINGO VELAZCO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.934309, -102.265988
 01DJN0394H, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, ROSARIO CASTELLANOS, CALLE PALMA MEXICANA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.874091, -102.267595
 01DJN0398D, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. GUADALUPE ROSALES JIMENEZ, CALLE JUAN G. ALVARADO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.939538, -102.257134
 01DJN0399C, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOSE JULIAN MARTI PEREZ, CALLE FEDERICO MENDEZ, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.933211, -102.258257
 01DJN0400B, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MARIA MARGARITA LOPEZ ESPARZA, CALLE LOMA DE LA PLATA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.849084, -102.258651
 01DJN0401A, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. DEL CARMEN MORALES MORALES, CALLE LOMAS DE AGUASCALIENTES, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.826439, -102.266004
 01DJN0402Z, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, MARIA MARGARITA LOPEZ ESPARZA, CALLE LOMA DE LA PLATA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.849084, -102.258651
 01DJN0403Z, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, IGNACIO MANUEL ALTAMIRANO, CALLE TEQUILA, 214, RURAL, SAN IGNACIO, AGUASCALIENTES, 21.891389, -102.340278
 01DJN0405X, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, JUAN ESCUTIA, CALLE JOSE ANGEL CONCHELLO DAVILA, 0, RURAL, CUMBRES III, AGUASCALIENTES, 21.922222, -102.2375
 01DJN0406W, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, MA. DEL CONSUELO RAMIREZ ACOSTA, CALLE SANTIAGO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.879945, -102.240886
 01DJN0411H, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, HELLEN KELLER, CALLE ALONDRA, 7108, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.848796, -102.298428
 01DJN0417B, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, EJIDO EL GUARDA, CALLE SAN JUAN, 0, URBANO, VILLA LICENCIADO JESÚS TERÁN (CALVILLITO), AGUASCALIENTES, 21.820917, -102.196778
 01DJN0419Z, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, MA. GUADALUPE ROSALES JIMENEZ, CALLE JUAN G. ALVARADO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.939538, -102.257134
 01DJN0421O, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, FRANCISCO VELA MARMOLEJO, CALLE FRANCISCO GUEL JIMENEZ, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.915878, -102.251734
 01DJN0425K, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, JOSE JULIAN MARTI PEREZ, CALLE FEDERICO MENDEZ, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.933211, -102.258257
 01DJN0427I, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. DEL CONSUELO RAMIREZ ACOSTA, CALLE SANTIAGO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.879945, -102.240886
 01DJN0432U, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MAHATMA GANDHI, CALLE SAGRADO CORAZON, 106, RURAL, EL COLORADO (EL SOYATAL), AGUASCALIENTES, 21.904444, -102.168333
 01DJN0436Q, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOSEFINA RAMOS DEL RIO, CALLE SUR, 101, RURAL, GRANJAS FÁTIMA, AGUASCALIENTES, 21.780556, -102.347767
 01DJN0438O, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JESUS MARIA ROMO ROMO, CALLE CIRCUITO LAUREL, 327, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.902372, -102.241173
 01DJN0439N, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, CARMEN LYRA, CALLE PROLONGACIÓN FRUTALES, 122, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.925389, -102.266653
 01DJN0444Z, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, JESUS MARIA ROMO ROMO, CALLE CIRCUITO LAUREL, 327, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.902372, -102.241173
 01DJN0446X, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, RAQUEL DE ALBA PEREZ, AVENIDA LA ESPIGA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.895808, -102.243519
 01DJN0447W, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ESTEFANÍA CASTAÑEDA NÚÑEZ, AVENIDA MISIÓN DE SAN MARGARITO FLORES GARCÍA, 254, RURAL, HACIENDA SAN MARCOS [FRACCIONAMIENTO], AGUASCALIENTES, 21.806926, -102.270535
 01DJN0448V, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, ESTEFANÍA CASTAÑEDA NÚÑEZ, AVENIDA MISIÓN DE SAN MARGARITO FLORES GARCÍA, 254, RURAL, HACIENDA SAN MARCOS [FRACCIONAMIENTO], AGUASCALIENTES, 21.806926, -102.270535
 01DJN0449U, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MYRIAM NEMIROVSKY, CALLE CULTURA TOTONACA, 121, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.910832, -102.240771
