CLAVE CCT,TURNO,NIVEL,SOSTENIMIENTO,NOMBRE,CALLE,NUMERO,COLONIA,LOCALIDAD,MUNICIPIO,LATITUD,LONGITUD
 01DPR0573J, 1 - MATUTINO  , PRIMARIA, PÚBLICO, AGUSTIN LOERA Y CHAVEZ, NINGUNO NINGUNO, 0, RURAL, GÁMEZ OROZCO (PUERTA DE CARBONERAS) [COLONIA], PABELLÓN DE ARTEAGA, 22.166944, -102.248333
 01DPR0577F, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, LAZARO CARDENAS, CALLE LIC. BENITO JUAREZ, 301, URBANO, EMILIANO ZAPATA, PABELLÓN DE ARTEAGA, 22.105485, -102.300668
 01DPR0611W, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, JOSE MA. ARTEAGA, CALLE PLUTARCO ELIAS S, 37, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.147521, -102.283079
 01DPR0691Y, 1 - MATUTINO  , PRIMARIA, PÚBLICO, IGNACIO MANUEL ALTAMIRANO, AVENIDA VERGEL DEL VALLE, 0, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.151639, -102.287848
 01DPR0716Q, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JOSE GUADALUPE POSADA, CALLE ALFREDO ROBLES AGUILAR, 0, RURAL, EL MEZQUITE [HACIENDA], PABELLÓN DE ARTEAGA, 22.0791, -102.215
 01DPR0722A, 1 - MATUTINO  , PRIMARIA, PÚBLICO, EMILIANO ZAPATA, CALLE FELIPE ANGELES, 0, RURAL, LOS LIRA, PABELLÓN DE ARTEAGA, 22.100556, -102.225
 01DPT0007D, 2 - VESPERTINO 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, PLANTEL CONALEP 319 PABELLON DE ARTEAGA, CALLE ALFONSO BERNAL SAHAGUN, 0, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.144053, -102.277789
 01DST0003E, 2 - VESPERTINO 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 3 JOSE ANGEL CENICEROS, CALLE PLUTARCO ELIAS S, 35, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.147015, -102.281471
 01DST0023S, 2 - VESPERTINO (INACTIVO) 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 23 HUMBERTO OLIVARES SANTANA, CALLE ING. PABLO HECTOR GONZALEZ, 205, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.14176, -102.276798
 01DTA0030C, 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 030, CALLE CARRETERA PABELLON DE ARTEAGA A GRANJA HUENTEPEC KILOMETRO 2, 0, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.162363, -102.263983
 01DTV0021H, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 21 EMILIANO ZAPATA, CALLE NIÑOS HEROES, 300, URBANO, EMILIANO ZAPATA, PABELLÓN DE ARTEAGA, 22.106038, -102.297945
 01DTV0022G, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 22 IGNACIO MANUEL ALTAMIRANO, CALLE EMILIANO ZAPATA, 801, RURAL, SANTIAGO, PABELLÓN DE ARTEAGA, 22.119722, -102.3375
 01DTV0081W, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 81 JUVENTINO ROSAS, CALLE BENITO JUAREZ, 0, RURAL, OJO ZARCO [COLONIA], PABELLÓN DE ARTEAGA, 22.109444, -102.242222
 01DTV0082V, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 82 EFRAIN COBAR LAZO, CALLE AQUILES SERDAN, 203, RURAL, EL GARABATO, PABELLÓN DE ARTEAGA, 22.086944, -102.340833
 01DTV0093A, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 93 JOAQUIN FERNANDEZ DE LIZARDI, CALLE MORELOS, 0, RURAL, EJIDO EL MEZQUITE (OJO DE AGUA DEL MEZQUITE), PABELLÓN DE ARTEAGA, 22.061111, -102.198056
 01DTV0141U, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 141 INDEPENDENCIA, CALLE HEROES ANONIMOS DE MEXICO, 1, RURAL, LAS ÁNIMAS, PABELLÓN DE ARTEAGA, 22.0925, -102.266667
 01DTV0164E, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 164 ENRIQUE OLIVARES SANTANA, CALLE FRANCISCO I. MADERO, 502, RURAL, SAN LUIS DE LETRAS, PABELLÓN DE ARTEAGA, 22.136389, -102.295833
 01DTV0181V, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 181 MARIA MONTESSORI, CALLE CONTIGUO VIVERO FORESTAL, 0, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.153278, -102.283652
 01ETC0006Z, 2 - VESPERTINO 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL PABELLON DE ARTEAGA, PRIVADA LIENZO CHARRO, 105, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.151039, -102.282531
 01ETK0007H, 2 - VESPERTINO  , MEDIA SUPERIOR, PÚBLICO, TELEBACHILLERATO COMUNITARIO COLONIA OJO ZARCO, CALLE JUAN MANUEL GONZALEZ, 0, RURAL, OJO ZARCO [COLONIA], PABELLÓN DE ARTEAGA, 22.109444, -102.242222
 01ETK0021A, 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, TELEBACHILLERATO COMUNITARIO EMILIANO ZAPATA, CALLE INDEPENDENCIA, 0, URBANO, EMILIANO ZAPATA, PABELLÓN DE ARTEAGA, 22.105727, -102.300315
 01ETK0038A, 2 - VESPERTINO  , MEDIA SUPERIOR, PÚBLICO, TELEBACHILLERATO COMUNITARIO LAS ANIMAS, CALLE HEROES ANONIMOS DE MEXICO, 1, RURAL, LAS ÁNIMAS, PABELLÓN DE ARTEAGA, 22.0925, -102.266667
 01ETK0105I, 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, TELEBACHILLERATO COMUNITARIO SAN LUIS DE LETRAS, CALLE FRANCISCO I. MADERO, 0, RURAL, SAN LUIS DE LETRAS, PABELLÓN DE ARTEAGA, 22.135874, -102.297097
 01FEI0465M, 5 - CONTINUO  , INICIAL, PÚBLICO, MODALIDAD NO ESCOLARIZADA PABELLÓN DE ARTEAGA, NINGUNO NINGUNO, 0, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.149202, -102.27675
 01FIC0141H, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE LOS LIRA, NINGUNO NINGUNO, 0, RURAL, LOS LIRA, PABELLÓN DE ARTEAGA, 22.100364, -102.22517
 01FIC0142G, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE OJO ZARCO COLONIA, NINGUNO NINGUNO, 0, RURAL, OJO ZARCO [COLONIA], PABELLÓN DE ARTEAGA, 22.108465, -102.242881
 01FIC0143F, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE EL RAYO, NINGUNO NINGUNO, 0, RURAL, EL RAYO, PABELLÓN DE ARTEAGA, 22.111146, -102.262359
 01FIC0144E, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE MANUEL DELGADILLO, NINGUNO NINGUNO, 0, RURAL, MANUEL DELGADILLO, PABELLÓN DE ARTEAGA, 22.124652, -102.291488
 01FIC0145D, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE OJO ZARCO, NINGUNO NINGUNO, 0, RURAL, OJO ZARCO, PABELLÓN DE ARTEAGA, 22.112889, -102.248636
 01FIC0146C, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE PLAN CHICO, NINGUNO NINGUNO, 0, RURAL, PLAN CHICO, PABELLÓN DE ARTEAGA, 22.127491, -102.291865
 01FIC0147B, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE SAN AGUSTÍN DE LOS PUENTES, NINGUNO NINGUNO, 0, RURAL, SAN AGUSTÍN DE LOS PUENTES, PABELLÓN DE ARTEAGA, 22.109886, -102.313582
 01FIC0148A, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE CORRALES HÉCTOR OLIVARES VENTURA, NINGUNO NINGUNO, 0, RURAL, CORRALES HÉCTOR OLIVARES VENTURA, PABELLÓN DE ARTEAGA, 22.137753, -102.261258
 01FIC0149Z, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE EJIDO EL MEZQUITE (OJO DE AGUA DEL MEZQUITE), NINGUNO NINGUNO, 0, RURAL, EJIDO EL MEZQUITE (OJO DE AGUA DEL MEZQUITE), PABELLÓN DE ARTEAGA, 22.060087, -102.196809
 01FIC0150P, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE LA CONCEPCIÓN EJIDO, NINGUNO NINGUNO, 0, RURAL, LA CONCEPCIÓN [EJIDO], PABELLÓN DE ARTEAGA, 22.041423, -102.310153
 01FIC0151O, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE CRUCERO A SAN JOSÉ DE GRACIA EJIDO PROGRESO, NINGUNO NINGUNO, 0, RURAL, CRUCERO A SAN JOSÉ DE GRACIA [EJIDO PROGRESO], PABELLÓN DE ARTEAGA, 22.145945, -102.294566
 01FIC0152N, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE LOS HUIZACHES RANCHO, NINGUNO NINGUNO, 0, RURAL, LOS HUIZACHES [RANCHO], PABELLÓN DE ARTEAGA, 22.109326, -102.293993
 01FIC0215I, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE EL MEZQUITE COLONIA, NINGUNO NINGUNO, 0, RURAL, EL MEZQUITE [COLONIA], PABELLÓN DE ARTEAGA, 22.079817, -102.222467
 01FIC0228M, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE EL TANQUE, NINGUNO NINGUNO, 0, RURAL, EL TANQUE, PABELLÓN DE ARTEAGA, 22.106393, -102.33779
 01FIC0229L, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE LOS HERNÁNDEZ COLONIA, NINGUNO NINGUNO, 0, RURAL, LOS HERNÁNDEZ [COLONIA], PABELLÓN DE ARTEAGA, 22.112905, -102.297762
 01FUA0020T, 1 - MATUTINO  , ESPECIAL, PÚBLICO, UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 20, CALLE ABRAHAM GONZALEZ, 0, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.150196, -102.278044
 01FUA0021S, 1 - MATUTINO  , ESPECIAL, PÚBLICO, UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 21, CALLE ABRAHAM GONZALEZ, 0, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.150196, -102.278044
 01FUA0033X, 2 - VESPERTINO  , ESPECIAL, PÚBLICO, UNIDAD DE SERVICIOS DE APOYO A LA EDUACION REGULAR NUM. 33, CALLE ABRAHAM GONZALEZ, 0, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.150196, -102.278044
 01KJN0080R, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, CALLE MORELOS, 0, RURAL, EJIDO EL MEZQUITE (OJO DE AGUA DEL MEZQUITE), PABELLÓN DE ARTEAGA, 22.061111, -102.198056
 01KJN0114R, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, NINGUNO NINGUNO, 0, RURAL, MIGUEL ALEMÁN [SECADORA], PABELLÓN DE ARTEAGA, 22.127222, -102.285556
 01KJN0117O, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, NINGUNO NINGUNO, 0, RURAL, LOS LIRA, PABELLÓN DE ARTEAGA, 22.100364, -102.22517
 01KJN0118N, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, CALLE PROFR ALFREDO ROBLES AGUILAR, 0, RURAL, EL MEZQUITE [COLONIA], PABELLÓN DE ARTEAGA, 22.079167, -102.215278
 01KJN0126W, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, CALLE LUIS DONALDO COLOSIO, 0, RURAL, SAN AGUSTÍN DE LOS PUENTES, PABELLÓN DE ARTEAGA, 22.110278, -102.313889
 01KJN0127V, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, CALLE 12 DE DICIEMBRE, 0, RURAL, COLONIA NUEVA, PABELLÓN DE ARTEAGA, 22.058056, -102.326111
 01KJN0170J, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, NINGUNO NINGUNO, 0, RURAL, EL PEDREGAL, PABELLÓN DE ARTEAGA, 22.128, -102.3127
 01KJN0213R, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, CALLE PROFR ALFREDO ROBLES AGUILAR, 0, RURAL, GÁMEZ OROZCO (PUERTA DE CARBONERAS) [COLONIA], PABELLÓN DE ARTEAGA, 22.166944, -102.248333
 01KJN0220A, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, NINGUNO NINGUNO, 0, RURAL, LADRILLERAS UNIDAS, PABELLÓN DE ARTEAGA, 22.149265, -102.239278
 01KPR0191M, 1 - MATUTINO  , CONAFE, PÚBLICO, CURSO COMUNITARIO, NINGUNO NINGUNO, 0, RURAL, LADRILLERAS UNIDAS, PABELLÓN DE ARTEAGA, 22.149265, -102.239278
 01KTV0025N, 1 - MATUTINO  , CONAFE, PÚBLICO, SECUNDARIA CONAFE, NINGUNO NINGUNO, 0, RURAL, EL MEZQUITE [COLONIA], PABELLÓN DE ARTEAGA, 22.079311, -102.22303
 01MSU0022Z, 4 - DISCONTINUO  , SUPERIOR, PÚBLICO, INSTITUTO TECNOLOGICO DE PABELLON DE ARTEAGA, CALLE UNIDAD PRIMERA DEL DISTRITO DE RIEGO DEL MUNICIPIO DE PABELLON DE ARTEAGA, 0, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.146654, -102.270723
 01PBH0069X, 1 - MATUTINO  , MEDIA SUPERIOR, PRIVADO, BACHILLERATO NUEVO MILENIO, AVENIDA REVOLUCION, 14, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.145994, -102.278569
 01PBH0079D, 1 - MATUTINO  , MEDIA SUPERIOR, PRIVADO, BACHILLERATO NUEVO MILENIO, AVENIDA REVOLUCION, 14, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.145537, -102.278293
 01PDI0064Z, 1 - MATUTINO  , INICIAL, PRIVADO, CENTRO DE ATENCIÓN INFANTIL (CAI) LA ESTRELLA 03, CALLE INDEPENDENCIA, 22, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.146902, -102.272755
 01PDI0109E, 1 - MATUTINO  , INICIAL, PRIVADO," ""CAI CENTRO DE PSICOPEDAGOGÍA INFANTIL DE AGUASCALIENTES, A.C. PLANTEL PABELLÓN DE ARTEAGA""", CALLE MANUEL M. PONCE, 5, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.148578, -102.272697
 01PES0066C, 1 - MATUTINO  , SECUNDARIA, PRIVADO, COLEGIO GUADALUPE VICTORIA DE PABELLON DE ARTEAGA A.C., CALLE GAMEZ OROZCO, 201, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.141056, -102.271674
 01PJN0176Z, 1 - MATUTINO  , PREESCOLAR, PRIVADO, CENTRO DE PSICOPEDAGOGIA INFANTIL DE AGUASCALIENTES PLANTEL PABELLON DE ARTEAGA, CALLE MANUEL M. PONCE, 5, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.148578, -102.272697
 01PJN0275Z, 1 - MATUTINO  , PREESCOLAR, PRIVADO, CENTRO DE ATENCIÓN INFANTIL LA ESTRELLA 03, CALLE INDEPENDENCIA, 22, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.146902, -102.272755
 01PJN0276Y, 1 - MATUTINO  , PREESCOLAR, PRIVADO," ""COLEGIO GUADALUPE VICTORIA DE PABELLÓN DE ARTEAGA, A.C.""", CALLE GAMEZ OROZCO, 201, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.141056, -102.271674
 01PPR0023L, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO GUADALUPE VICTORIA DE PABELLON DE ARTEAGA A.C., CALLE GAMEZ OROZCO, 201, URBANO, PABELLÓN DE ARTEAGA, PABELLÓN DE ARTEAGA, 22.141056, -102.271674
 01DES0003M, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO," ""SECUNDARIA GENERAL NÚM. 21, LIC. ADOLFO LÓPEZ MATEOS""", CALLE HIDALGO, 406, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.226894, -102.322835
 01DES0005K, 1 - MATUTINO  , SECUNDARIA, PÚBLICO," ""SECUNDARIA GENERAL NÚM. 28, IGNACIO ALLENDE""", CALLE LINDAVISTA, 0, URBANO, PABELLÓN DE HIDALGO, RINCÓN DE ROMOS, 22.177335, -102.337979
 01DES0020C, 1 - MATUTINO  , SECUNDARIA, PÚBLICO," ""SECUNDARIA GENERAL NÚM. 29, MARIANO ESCOBEDO""", CALLE MIGUEL HIDALGO, 0, URBANO, SAN JACINTO, RINCÓN DE ROMOS, 22.348611, -102.233611
 01DJN0013J, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ROSAURA ZAPATA, CALLE ROSAURA ZAPATA, 305, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.233893, -102.327129
 01DJN0015H, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ZAMNA, CALLE DOLORES HIDALGO, 601, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.225344, -102.318289
 01DJN0034W, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SOR JUANA INES DE LA CRUZ, CALLE AGUSTIN MELGAR, 0, RURAL, EL VALLE DE LAS DELICIAS, RINCÓN DE ROMOS, 22.316389, -102.218611
 01DJN0035V, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, GABRIELA MISTRAL, AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS, 102, RURAL, EL BAJÍO, RINCÓN DE ROMOS, 22.246111, -102.3075
 01DJN0041F, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, CONCEPCION AGUAYO, CALLE 20 DE NOVIEMBRE, 102, URBANO, PABLO ESCALERAS, RINCÓN DE ROMOS, 22.249914, -102.333577
 01DJN0046A, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MANUEL M. PONCE, CALLE CHABEÑO, 107, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.230347, -102.312244
 01DJN0048Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, VICENTA TRUJILLO, AVENIDA ZACATECAS, 611, URBANO, SAN JACINTO, RINCÓN DE ROMOS, 22.348611, -102.233611
 01DJN0051M, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, CELERINO CANO, CALLE GUADALUPE VICTORIA, 0, RURAL, EL SAUCILLO, RINCÓN DE ROMOS, 22.258611, -102.298056
 01DJN0059E, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, FERNANDO MONTES DE OCA, CALLE LIBERTAD, 109, URBANO, PABELLÓN DE HIDALGO, RINCÓN DE ROMOS, 22.175511, -102.342217
 01DJN0060U, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SOLEDAD ANAYA SOLORZANO, CALLE JOSE MA. MORELOS, 100, RURAL, CALIFORNIA, RINCÓN DE ROMOS, 22.285833, -102.250833
 01DJN0078T, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOSE MARIA MORELOS, CALLE CHIHUAHUA, 401, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.227253, -102.329288
 01DJN0104A, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, AMADO NERVO, CALLE CARRETERA PABELLON-SAN JOSE DE GRACIA, 101, RURAL, EL MILAGRO, RINCÓN DE ROMOS, 22.143333, -102.329444
 01DJN0114H, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, DOÑA JOSEFA ORTIZ DE DOMINGUEZ, CALLE CARRETERA PANAMERICANA, 103, RURAL, EL SALITRILLO, RINCÓN DE ROMOS, 22.1825, -102.295556
 01DJN0156G, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SERVANDO HERNANDEZ, CALLE EMILIANO ZAPATA, 0, RURAL, LA BOQUILLA, RINCÓN DE ROMOS, 22.261111, -102.369444
 01DJN0157F, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, FRIDA KAHLO CALDERON, CALLE MIGUEL HIDALGO, 0, RURAL, MORELOS, RINCÓN DE ROMOS, 22.235556, -102.356111
 01DJN0195I, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SALVADOR NOVO, NINGUNO NINGUNO, 0, RURAL, SAN JUAN DE LA NATURA, RINCÓN DE ROMOS, 22.363056, -102.220556
 01DJN0200D, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, EMILIO R. LEAL, CALLE VICTOR ROSALES, 200, RURAL, PUERTA DEL MUERTO (EL 15), RINCÓN DE ROMOS, 22.296944, -102.248889
 01DJN0228J, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, TENOCH, CALLE LAZARO CARDENAS, 300, RURAL, FRESNILLO, RINCÓN DE ROMOS, 22.245833, -102.339167
 01DJN0230Y, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, NETZAHUALCOYOTL, CALLE NIÑOS HEROES, 511, RURAL, MAR NEGRO, RINCÓN DE ROMOS, 22.239444, -102.261389
 01DJN0247Y, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, UNICEF, CALLE RICARDO NIEVES, 310, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.223101, -102.329026
 01DJN0281E, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. DEL CARMEN HERRERA GALARZA, CALLE MADERO, 130, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.230628, -102.32274
 01DJN0375T, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, GRACIELA OVALLE PEREZ, CALLE LIBERTAD, 109, URBANO, PABELLÓN DE HIDALGO, RINCÓN DE ROMOS, 22.175511, -102.342217
 01DJN0395G, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, CONCEPCION AGUAYO, CALLE 20 DE NOVIEMBRE, 102, URBANO, PABLO ESCALERAS, RINCÓN DE ROMOS, 22.249914, -102.333577
 01DJN0396F, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, PAULA RODRIGUEZ RODRIGUEZ, CALLE PEDRO MORALES, 122, RURAL, ESTANCIA DE MOSQUEIRA, RINCÓN DE ROMOS, 22.145, -102.353333
 01DJN0429G, 2 - VESPERTINO  , PREESCOLAR, PÚBLICO, MANUEL M. PONCE, CALLE CHABEÑO, 107, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.230347, -102.312244
 01DJN0445Y, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, LIDIA FLORENCIA CONTRERAS ACEVEDO, CALLE MANUEL DE VELASCO MARTÍNEZ, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.22282, -102.325637
 01DML0006Z, 1 - MATUTINO  , ESPECIAL, PÚBLICO, CENTRO DE ATENCION MULTIPLE IX, CALLE MANUEL DE VELASCO, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.222177, -102.325737
 01DPR0001V, 1 - MATUTINO  , PRIMARIA, PÚBLICO, RODRIGO RINCON GALLARDO, CALLE ALVARO OBREGON, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.227499, -102.312046
 01DPR0014Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, OTTO GRANADOS ROLDAN, CALLE MANUEL DELGADO, 323, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.223635, -102.328446
 01DPR0066E, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, OTTO GRANADOS ROLDAN, CALLE MANUEL DELGADO, 323, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.223635, -102.328446
 01DPR0081X, 1 - MATUTINO  , PRIMARIA, PÚBLICO, PASCUAL ROMO CONCHOS, CALLE 5, 102, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.232279, -102.328329
 01DPR0085T, 1 - MATUTINO  , PRIMARIA, PÚBLICO, BEATRIZ ALICIA GUTIERREZ ROMO, AVENIDA RICARDO NIEVES, 202, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.229722, -102.3225
 01DPR0134L, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, BENITO JUAREZ, CALLE OLIVARES SANTANA, 0, URBANO, PABELLÓN DE HIDALGO, RINCÓN DE ROMOS, 22.172693, -102.338089
 01DPR0141V, 1 - MATUTINO  , PRIMARIA, PÚBLICO, RICARDO FLORES MAGON, CALLE LATERAL ORIENTE, 101, RURAL, EL SALITRILLO, RINCÓN DE ROMOS, 22.1825, -102.295556
 01DPR0153Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, RICARDO FLORES MAGON, CALLE LIBERTAD, 0, RURAL, EL SAUCILLO, RINCÓN DE ROMOS, 22.258611, -102.298056
 01DPR0172O, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FRANCISCO I. MADERO, AVENIDA UNIVERSIDAD, 15, RURAL, EL BAJÍO, RINCÓN DE ROMOS, 22.246111, -102.3075
 01DPR0181W, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MIGUEL HIDALGO, CALLE MIGUEL HIDALGO, 0, RURAL, MORELOS, RINCÓN DE ROMOS, 22.235556, -102.356111
